Title Cleaned,Ingredients Cleaned,Steps
tempe berontak,"tempe , bawang merah , bawang putih , serai memarkan , biji cabe rawit sesukanya , terasi , garam , gula , minyak goreng , air","1) Potong kecil-kecil Tempe.disini saya potongnya tidak beraturan,atau kalau Ada yang mau di tumbuk kasar juga boleh
2) Goreng Tempe yang sudah dipotong tdi setengah matang. Di sini saya goreng dulu ya tempenya supaya amis tempenya hilang.tapi yang suka dimasak langsung juga bisa (tergantung selera),kemudian sisihkan
3) Haluskan bawang merah,putih,Terasi,cabe,garam
4) Tumis bumbu halus beserta serai yang dimemarkan kemudian masukkan Tempe yang sudah digoreng setengah matang
5) Aduk terus sampai bumbu merata Dan masukkan sedikit air.aduk lagi sampai air menyusut
6) Tes rasanya.jadi rasa Asin lebih dominan dari rasa manis(gula hanya pengganti msg)
7) Kalau sudah terlihat kecoklatan tandanya sudah masak. Sajikan dengan Nasi hangat"
sambal krecek tempe,"papan tempe , udang , pete , krupuk kulit , cabe rawit merah , bawang goreng , air santan , serai , daun salam , daun jeruk , lengkuas , halus , bawang merah , bawang putih , kencur , cabe merah keriting , garam , gula , lada , kaldu bubuk non msg","1) Potong-potong tempe dan pete, cuci bersih udang.
2) Tumis bahan halus dan daun daunan lalu masukkan pete.
3) Tambahkan udang dan tempe, aduk aduk sebentar lalu tanbahkan air santan. Masukkan sisa bahan, koreksi rasa. Matikan kompor lalu masukkan kerupuk kulit, tabur bawang goreng. Sajikan."
tempe goreng selimut windu,"papan tempe , potong² persegi , tepung terigu , tepung tapioka , biji ketumbar , lada , garam , kunir bubuk , udang windu , air , minyak goreng","1) Campur semua bahan kecuali tempe, buat adonan
2) Masukkan tempe dan baluri semua bagian dengan adonan.
3) Panaskan minyak, goreng tempe tadi hingga matang, sajikan."
belut tempe bumbu tauco,"belut , bersihkan potong potong , rendam air jeruk amis lendirnya hilang , tempe potong potong , bumbu , cabe hijau , cabai rawit hijau , bawang bombai , bawang merah , bawang putih , tomat , daun salam , lengkuas , tauco asin , gula pasir","1) Goreng tempe dan belut hingga matang.
2) Iris iris semua bumbu. kemudian tumis hinga matang, masukkan daun salam dan lengkuas. tumis kembali. Masukkan belut dan tempe yang telah digoreng. Aduk rata, masukkan tauco dan gula pasir. aduk kembali hingga rata. Koreksi rasanya,
3) Angkat dan hidangkan."
tempe goreng tepung simple,"papan tempe tipis , tepung terigu , tp beras , air , bumbu , bawang putih , ketumbar , kunyit , garam , suka kaldu , tambahan kasar , daun jeruk , daun bawang merah kucai","1) Haluskan bumbu2. Lalu masukan dalam campuran tepung. Koreksi rasa
2) Tambahkan daun2 iris.
3) Celup tempe dalam adonan tepung. Goreng hingga matang.
4) Enak buat cemilan ataupun pake makan"
tempe goreng sambel jeruk,"papan tempe , cabe rawit merah , cabe rawit hijau , bawang putih , jeruk sambel , garam , gula , vetsin micin , air matang","1) Potong² tempe, lalu rendam di larutan air garam + bawang putih. goreng hingga kecoklatan. tiriskan
2) Goreng setengah matang cabe dan bawang putih.
3) Uleg bawang putih dan cabe, tambahkan vetsin, gula, dan garam
4) Potong² jeruk kemudian keprok di atas sambel
5) Tambahkan air kemudian aduk hingga rata.
6) Selesai, sajikan bersama tempenya tadi ya.."
tempe kering lezat,"tempe , bawang merah , bawang putih , cabe rawit cabe , uyah , micin , kecap laron","1) Iris tipis tempe, rajang kecil² tempe sampai selesai,
2) Lalu masukkan rajangan tempe ke baskom, lalu taburi UYAH & MICIN secukupnya saja, kasih air secukupnya, lalu urap², & air nya di buang
3) Panaskan WAJAN & MINYAK GORENG,
4) Jika sudah panas, masukkan RAJANGAN tempe yg air nya sudah di buang, goreng hingga benar² kering & matang,.
5) Jika sudah selesai angkat & tiriskan,
6) Bawang merah,Bawang putih, & CABE di iris rajang
7) Lalu masukkan ke wajan irisan Rajang bumbunya, goreng setengah matang saja, lalu angkat
8) Masukkan ke wajan yg berisikan Minyak goreng yg sedikit, masukkan bumbu rajangan & tempe yg sudah di goreng kering, lalu taburi KECAP jika sudah matang angkat & tiriskan
9) Siap di hidangkan untuk sarapan pagi / makan siang,.."
sambel tempe,"papan tempe , garam , air , sambel , bawang putih , cabe rawit , terasi , garam","1) Goreng tempe yg sdah di celup air garam
2) Ulek bahan bahan sambelnya
3) Masukan tempe yg sdh matang ke dalam cobek
4) Langsung penyet panas panas (enaknya sampai hancur kaya di foto)"
sambal tempe,"papan tempe , kemangi , bawang putih , kencur , cabe rawit merah + hijau","1) Potong tempe, rendam dengan bumbu
2) Goreng dalam minyak panas.
3) Ulek bawang putih, cabe, dan kencur sampai halus. Siram dengan minyak panas. Ulek tempe kasar2, diatas cobek yang ada bumbu. Aduk2 rata, tambahkan garam dan kemangi. Hidangkan"
orak arik tempe kacang,"papan tempe , kacang tanah genggam , daun salam , daun jeruk , asam jawa asam jawa , irisan lengkuas jahe suka , bawang merah , bawang putih , garam , gula merah gula pasir campuran , minyak","1) Siapkan alat dan bahan, iris tempe sesuai selera tapi diusahakan ukuran nya sama agar ketika digoreng matang merata
2) Panaskan wajan dan beri minyak secukupnya untuk menggoreng kacang tanah, masukan kacang tanah ketika minyak masi dingin dan goreng dengan api sedang. Kalau sudah sering meletup2 artinya sudah matang/bisa dicoba juga apakah kacang sudah matang kemudian tiriskan
3) Kemudian goreng juga tempe dengan api sedang sampai kering dan kecoklatan kemudian tiriskan
4) Sisakan sedikit minyak di wajan untuk menumis bumbu, iris bawang merah bawang putih dan cabe jika suka dan tumis sampai harum dengan daun salam daun jeruk dan lengkuas/jahe
5) Kemudian masukan tempe dan kacang, bumbui dengan garam gula kecap manis dan air asam jawa
6) Aduk semuanya sampai rata dan koreksi rasa
7) Siap dihidangkan :)"
tempe oseng pedas manis,"papan tempe , tomat , potong dadu , serai , cabai , potong serong , rawit , potong serong , bawang putih , cincang kasar , bawang merah , potong , minyak , garam , royco gula , saos raja , kecap , margarin","1) Potong-potong tempe, lalu rendam didalam air yg telah diberi garam (rendam slama 10mnt)
2) Setelah bumbu merata goreng tempe setengah matang,lalu tiriskan
3) Masukan margarin secukupnya,lalu tumis bawang putih dan bawang merah, setelah warna kecoklatan lalu masukkan tempe beserta rawit dan tomat. Dioseng2 sambil dimasukkan bumbu2.
4) Setelah selesai lalu siap dihidangkan"
oseng tempe kacang panjang,"kacang panjang , bawang merah , bawang putih , cabai merah , ebi , lonjor tempe , kecap manis","1) Potong"" tempe menjadi pergi panjang.
2) Patah""kan kacanh panjang lalu cuci.
3) Iris"" bawang merah,bawang putih,cabai.
4) Goreng tempe sampai kecoklatan.
5) Tumis bumbu yang sudah diiris. Sampai harum.
6) Masukan kacang panjang sampai layu,masukan air sedikit. Dan masukan tempe dan ebi. Tambahkan kecap manis dan bumbu penyebab.
7) Siap dihidangkan"
tempe goreng tepung,"papan tempe , batang daun bawang , tepung terigu , bumbu halus , bawang putih , kunyit , ketumbar , garam , gula pasir pengganti msg , air , minyak","1) Potong tempe sesuai selera, sisihkan. Iris kecil daun bawang, sisihkan
2) Bumbu halus (bawang putih, kunyit, ketumbar, garam, gula pasir) di ulek hingga halus. sisihkan
3) Dalam wadah, masukan tepung terigu, bumbu halus dan air sampai tepung tidak menggerindil, tidak terlalu encer
4) Masukan daun bawang, aduk rata, test rasa.
5) Masukan tempe pada tepung, goreng dengan minyak panas
6) Siap di sajikan"
tempe oseng kacang panjang,"tempe papan potong dadu , goreng matang , kacang panjang serong , air , saos tiram , merica bubuk , garam , saus tiram , gula , kaldu jamur , bawang merah , bawang putih","1) Tumis bawang merah dan bawang putih sampai harum.
2) Tambahkan air secukupnya, kemudian masukkan kacang panjang.
3) Bubuhkan garam, gula, kaldu jamur, merica bubuk, saus tiram aduk rata, didihkan.
4) Setelah air tumisan kacang panjang mendidih dan airnya sedikit menyusut, masukkan tempe yang sudah digoreng. Dan masak sampai air benar-benar menyusut. Koreksi rasanya.
5) Taraaa. Tempe oseng kacang panjang siap disajikan. Selamat mencoba dan selamat menikmati"
tetep ( terong tempe penyet ) sambal terasi,"terong ungu , potong tempe goreng , sambal , cabai rawit , telunjuk terasi udang bakar , tomat ceri tomat , garam , gula merah , jeruk nipis","1) Belah Terong menjadi dua kemudian bakar sampai matang
2) Uleg semua bahan sambal, penyetkan terong dan terasi di atas sambal
3) Hidangkan dengan nasi hangat"
tahu tempe telor kecap sederhana,"papan tempe , kotak tahu , telur ayam rebus kupas kulitnya , garam , gula , kecap , merica , rajarasa , minyak wijen , minyak goreng utk menumis bumbu , air , bumbu , bawang putih , cabe rawit , daun bawang","1) Potong kecil2 tempe & tahu sesuai selera (me: potong kotak2) sisihkan.
2) Tumis bawang putih, cabe rawit & daun bawang sampai harum.
3) Masukan tempe & tahu kedalam tumisan, lalu masukkan rajarasa, minyak wijen, air, garam, gula, merica & kecap. Cek rasa.
4) Kemudian masukan telur rebus. Masak hingga air nya menyusut dan telur berwarna kecoklatan.
5) Hidangkan (me: telur di belah menjadi 2). Maaf foto agak gelap :-)"
combro tempe,"singkong , parut , kelapa parut scukupy kira² , keju parut , btang daun bawang , garam halus , tepung terigu , isian , pa²n tempe , cabe rawit , bawang merah , bawang putih , daun salam , merica bubuk , gula , air , penyedap , suka garam , minyak sayur utk menumis n utk","1) Ulek cabe rawit, bawang putih, bawang merah+garam
2) Kemudian hancurkan tempe, tumis bumbu halus+daun salam. Kemudian masukkan tempe, aduk² tambahkan garam+merica bubuk+gula+air. Masak hingga matang N air nyusut. Angkat dinginkan
3) Dwadah lain campur singkong parut+kelapa parut+keju parut+garam+tepung terigu. Aduk² adonan hingga tercampur rata
4) Ambil adonan 1sdm,bentuk sesuai selera kemudian pipihkan isi dgn tumisan tempe tdi, tutup bntuk lgi sesuai selera. Lakukan sampai adonan habis
5) Kemudian goreng dgn api sedang
6) Tadaa..combro'y udh jadii"
orak arik tempe cabe ijo,"papan tempe , bawang putih , bawang merah , cabe ijo , kecap manis , garam , penyedap , minyak sayur","1) Iris tipis bawang merah, bawang putih dan cabe ijo, kemudian potong tempe tipis memanjang
2) Tumis bawang dan cabe yang sudah di iris sampe layu
3) Masukan tempe bersama irisan bawang dan cabe, aduk-aduk hingga tercampur rata.
4) Masukan kecap dan aduk kembali, kemudian masukan garam dan penyedap rasa secukupnya
5) Aduk-aduk tempe hingga kecap meresap dan setalah matang siap untuk di santap."
oseng tempe tahu kacang panjang,"papan tempe , potong potong goreng matang , tahu coklat isinya kopong , belah , kacang panjang , potong memanjang ± , bawang merah , tipis , bawang putih , tipis , cabe merah , serong , kecap , garam , gula , merica , kaldu bubuk , minyak menumis","1) Tumis bawang merah, bawang putih, dan cabe hingga harum
2) Masukkan kacang Panjang, tempe, dan tahu
3) Beri kecap, gula, merica, garam, dan kaldu bubuk sesuai selera
4) Beri sedikit air agar bumbu tidak gosong
5) Masak hingga kacang Panjang layu, air menyusut dan bumbu meresap"
tumis tempe tahu cabe ijo manis pedas ala mama kina,"tempe daun , tahu putih cina , cabe ijo , saos tomat , saos sambal , bawang merah tipis , bawang putih tipis , gula , garam , kecap manis , tomat potong dadu tipis , minyak","1) Potong dadu tahu dan tempe, kemudian goreng hingga setengah matang (bole jg sampai garing)
2) Tumis bawang merah, bawang putih sampai wangi. Kemudian masukan cabe ijo dan tomat.
3) Jika sdh layu, masukan tempe dan tahu. Aduk sebentar
4) Tuangkan kecap manis, saos tomat, saos sambal, gula dan garam. Aduk rataaa
5) Tes rasaa, jika kurang rasa bisa ditambahkan garam atau penyedap rasa.
6) Angkat dan sajikan."
oseng oseng tempe gembus melinjo,"papan tempe gembus harga , plastik melinjo , bawang merah , bawang putih , cabe rawit , cabai hijau , salam , laos","1) Cuci bersih kulit melinjo kemudian rebus sampai matang
2) Potong tempe gembus menjadi dadu, kemudian potong bawang merah putih dan cabai
3) Tumis bawang merah, bawang putih dan cabai sampai harum, masukan sedikit air kemudian masukam potongan tempe gembus beri salam laos, gula, garam tes rasa
4) Kalau kurang air beri lagi air karena gembus akan menyerap air jadi nanti akan dittumis sampai kering airnya kemudian masukan melinjo yang sudah matang,aduk lagi sampai merata, test rasa kalau sudah mantap matikan api kemudian sajikan dengan nasi hangat.. Yammyy.."
cah tempe toge,"toge , tempe goreng sebentar , bawang putih cincang , bawang merah , cabe merah , daun bawang , saos tiram , lada hitam , garam , air","1) Tumis bawang merah dan bawang putih sampai harum, masukkan saos tiram, tambahkan air, setelah mendidih masukkan toge dan tempe, masak sbntr sampai toge agak layu, lalu masukan daun bawang, tadddaaaaa Cah Tempe toge siaaaap disantap...
2) Mudaaaah kan"
kol tempe hancur pedas,"kol , tempe ribuan , biji cabai rawit , garam , gula , penyedap , biji bawang merah , biji bawang putih , minyak goreng","1) Potong potong kol berbentuk persegi, lalu cuci hingga bersih
2) Hancurkan tempe (kasar) jangan sampai halus, nanti tekstur kedelainya hilang.
3) Haluskan bumbu : bawang merah, bawang putih, cabai rabit, garam dan gula
4) Panaskan wajan dan beri minyak
5) Goreng tempe hingga kecoklatan, jangan sampai gosong yaa
6) Sisihkan tempe di samping wajan, tumis bumbu halus, oseng hingga harum
7) Masukkan kol, dan oseng oseng hingga bumbu, kol dan tempe tercampur rata
8) Beri air secukupnya dan penyedap rasa, aduk. Tunggu sampai kolnya masak, tapi jangan lama lama ya.. Nanti keburu suami pulang hehehehe
9) Siap dihidangkan"
ikan goreng & tempe cabe ijo,"anak ikan ikan , papan tempe , & papan , cabe ijo lupa pastinya , cabe rawit ijo kurleb , bawang merah & bawang putih , tomat , minyak utk , garam , gula","1) Bersihkan dulu ikannya kemudian goreng. Tempe juga dipotong-potong sesuai selera dan goreng.
2) Blender cabe ijo, rawit, bawang merah, bawang putih & tomat.
3) Setelah itu, panaskan minyak kembali dan tumis cabe yang sudah diblender sampai matang. Tambahkan gula, garam dan koreksi rasa. Jika sudah pas rasanya, tinggal campurkan ikan dan tempe yang sudah digireng tadi. Masakan pun siap disajikan!"
tahu tempe tek tek ( ala anak kuliahan ),"potong tahu , potong tempe , genggam toge , bawang putih haluskan , bumbu pecel pedas , cabe cabe kering , perasan air jeruk nipis , garam , merica bubuk , biji ketumbar , air , minyak goreng","1) Setelah tahu-tempe di potong dadu. Masukkan kedalam rendaman air bumbu (garam, merica bubuk, ketumbar bubuk). Rendam beberapa saat agar bumbu meresap. Lalu panaskan minyak dan goreng sampai matang kekuningan. Tiriskan
2) Rebus toge dengan air mendidih. Tak perlu terlalu lama. Agar teksturnya masih krenyes-krenyes
3) Didihkan air secukupnya lalu masukkan bawang putih yang telah dihaluskan. Kemudian bumbu pecel pedas dan cabe yang telah halus (memakai cabe kering juga boleh), garam, merica, dan perasan air jeruk nipis. Aduk sampai bumbu kacang sesuai dengan yang Anda inginkan
4) Tata di atas piring toge dan tahu-tempe yang telah digoreng
5) Kemudian sirami dengan bumbu kacang dan tambahkan bawang goreng. Siap dimakan! (tambahin kerupuk makin enak #lupafotopakaikerupuk)"
tumis buncis tempe manis,"buncis , potong , papan tempe , potong dadu , bawang putih , geprek , bawang merah , bawang putih , saus tiram , kecap manis , garam , merica , kaldu jamur bubuk","1) Didihkan air, masukkan bawang putih geprek dan garam, rebus tempe yang sudah dipotong dadu 5 menit lalu tiriskan
2) Goreng tempe tidak sampai kering.
3) Tumis bawang putih dan bawang merah sampai harum, masukkan buncis, tumis sampai setengah layu, masukkan tempe.
4) Masukkan 2 sdm kecap manis, saos tiram, garam, merica dan kaldu bubuk. aduk rata"
perkedel tempe simple,"tempe , tinggal berdua , bawang putih , garam , ketumbar , tepung terigu , air","1) Aku pakai tempe ini 2bungkus. Haluskan tempe, biar lebih mudah kalau diulek bisa dipotong kecil2 dulu.
2) Haluskan Bawang putih, Ketumbar dan beri Garam secukupnya. Lalu beri sedikit Air. Campurkan dg tempe yg sudah dihaluskan. Beri Tepung Terigu sedikit sebagai pengikat adonan saat digoreng.
3) Panaskan minyak dg api sedang. Bentuk adonan tempe menjadi bola2 dan pipihkan, bisa juga dibentuk sesuai selera. Biar ga lengket ditangan, usapkan minyak goreng sedikit saja ke telapak tangan.
4) Setelah minyak panas, masukkan adonan tempe yg sudah dibentuk tadi, goreng hingga kecoklatan. Dan siap dihidangkan. Selamat Menikmati
5) Bahan utama bisa diganti dg yg lain ya, sesuai selera saja. Kalau saya ga pake tempe kadang ya pake tahu, bumbunya sama kok. Atau mau diubah, silahkan sesuai kreasi aja.."
sambal goreng tempe & tahu,"tempe , potong tahu , cabe merah , bawang merah , bawang putih , sisir gula merah , daun jeruk , lengkuas , mkn air asam , mkn kecap manis , garam cukupnya , minyak","1) Siapkan bahan nya
2) Tahu dan tempe,potong-potong lalu goreng,jangan di goreng terlalu kering
3) Haluskan bawang merah,bawang putih cabe,dan lengkuas nya di geprek,lalu tumis bumbu yang sudah di haluskan tadi,tumis hingga harum,kemudian masukan,lengkuas,daun jeruk,garam,gula,kecap manis dan air asam,aduk rata,masak hingga mengental,koreksi rasa,lalu masukan tempe dan tahu yang sudah di goreng tadi,kecil kan api,aduk hingga semua tercampur rata,matikan api,angkat dan tuang sambal goreng tempe nya ke dalam piring saji
4) Sambal goreng tempe dan tahu nya siap untuk di sajikan
5) Selamat mencoba"
tahu tempe telur balado,"tahu , tempe potong memanjang , telur , cabe merah , cabe merah kriting , bawang putih , gula garam","1) Rebus telur hingga matang. Kupas kulitnya, kemudian goreng.
2) Goreng tahu dan tempe, namun jangan sampai terlalu kering.
3) Ulek bawang putih, cabe merah, cabe kriting. Panaskan minyak, masukkan bumbu yang sudah diulek.
4) Masak bumbu hingga wangi dan matang, masukkan tahu tempe dan telur. Aduk aduk...
5) Masukkan air secukupnya. Masukkan gula dan garam, koreksi rasa.
6) Siap disajikan..."
lodeh putih tempe gembos pedes,"papan tempe gembos potong dadu , cabe hijau serong , cabe merah serong , cabe rawit , bawang merah , bawang putih , lengkuas , daun salam , daun jeruk , santan , gula garam penyedap","1) Tumis duo bawang masukan tempe gembosnya tambahkan sedikit air
2) Masukan daun salam daun jeruk lengkuas dan semua cabenya masukan santannya beri gula garam penyedap tes rasa..mendidih matikan
3) Selamat mencoba"
tempe mendol jawa timur,"papan tempe , bawang putih , bawang merah , cabai rawit , kunyit , kencur , tumbar , daun jeruk , garam , penyedap , minyak utk","1) Siapkan bahan, tempe yg sudah dikukus (biar nguleknya gampang)
2) Siapkan bumbu"" (semua dihaluskan)
3) Setelah bumbu halus,haluskan bersama tempe
4) Tambahkan garam dan penyedap.tes rasa
5) Bentuk sesuai selera
6) Panaskan minyak,Goreng hingga kecoklatan
7) Angkat, sajikan"
tempe goreng gurih,"papan tempe , bawang putih , + kunyit , ketumbar , garam , air , minyak goreng","1) Potong sesuai selera tempe.
2) Kupas bawang putih, dan kunyit. Cuci bersih.
3) Haluskan bawang putih dan kunyit, tambahkan garam, ketumbar.
4) Jika sudah agak halus tambahkan air sedikit, lumuri tempe.
5) Tuang minyak diwajan, goreng tempe sampai berubah warna kecoklatan.
6) Jika sudah matang, angkat dan siap untuk dijadikan lauk atau di cemil"
oseng tempe lombok ijo,"papan tempe , lombok ijo , cabe rawit merah , bawang putih , bawang merah , tomat , keris pete , gula jawa , garam , kecap","1) Potong tempe menurut selera.cuci tiriskan
2) Goreng tempe jgn terlalu garing
3) Iris semua bumbu.kemudian tumis bumbu sampai harum.tambahkan Pete.masukkan gula Jawa.tambahkan sedikit air.
4) Kalau air tinggal sedikit tambahkan kecap..masukkan tempe.icip rasa.siap dihidangkan"
tahu tempe bumbu kuning,"tahu , tempe , bumbu , bawang putih , bawang merah , kemiri , jempol kunyit , garam , gula , lengkuas , daun salam , santan","1) Uleg bumbu-bumbu lalu tumis masukan daun salam dan lengkuas
2) Kasih air, tunggu sampai mendidih lalu masukan tempe dan tahu
3) Masukan santan sebelum api dimatikan dan koreksi rasa"
keripik tempe,"tempe , tepung tapioka , bawang putih , bawang merah , ketumbar , garam , minyak goreng","1) Langkah pertma remas bakal tempe dengan tapioka hingga menyatu. Masukan dalam pelastik lalu gantung & simpan 1malam.
2) Besoknya iris iris sesuka hatimu. Giling bumbu pencelup lalu goreng.
3) Selamat menikmati"
lumpia udang kulit tahu ala fe,"ayam potong kotak , udang potong , daun bawang halus , garam halus , gula , merica bubuk , kecap ikan , saus raja , saus tiram , minyak wijen , tepung sagu , tepung terigu , telur ambil putihnya , kocok lepas , kembang tahu kering kulit tahu direndam sebentar","1) Campur ayam & udang dengan semua bumbu & daun bawang, aduk rata. Sesudah rata masukkan tepung sagu, terigu & putih telur. Aduk rata.
2) Isikan ke lembaran kulit kembang tahu & lipat seperti melipat lumpia, sambil dipadatkan agar rapi & bentuk agak pipih jangan terlalu bulat. Olesi putih telur diujung lipatan agar merekat rapat.
3) Kukus sekitar 15 menit hingga matang. Angkat dinginkan. Siap digoreng dengan api kecil sebentar. Anakku suka digoreng agak lama dengan kuning telur kocok sisa adonan tadi. Nanti jadi ada kayak jala2 crispynya yang gurih & kering. Angkat & tiriskan jika sudah digoreng matang.
4) Sajikan dengan dipotong diagonal (potong 2 serong). Siap disantap dengan saus sambal botol yang biasanya saya rebus dengan bawang goreng, cabe rawit iris, gula & sedikit air. Selamat mencoba."
bakso ayam udang keto,"ayam giling , udang kupas , telur ayam utuh kocok , minyak goreng , baking powder , garam , lada , bawang goreng haluskan , bawang merah & putih , minyak wijen , karageenan pengenyal , es batu keping kotak","1) Campur semua bahan dalam food processor, kecuali daun bawang dan minyak goreng.
2) Tuang dalam baskom lalu taburi daun bawang dan minyak goreng, uleni rata (gunakan sarung tangan). Lalu simpan 2 jam dlm kulkas.
3) Panaskan minyak di wajan dgn api sedang. Bulatkan adonan dengan menggunakan dua sendok. Lalu goreng sampai matang. Adonan akan mengembang saat di wajan, tapi kembali kempes stelah diangkat."
udang ala pop corn,"udang basah , kobe tepung ayam super crispy , air matang , minyak","1) Buang kepala dan cangkang udang.
2) Cuci bersih udang.
3) Tepung bumbu dibagi jadi 2 adonan. Adonan basah dan adonan kering.
4) Masukkan udang ke dalam adonan tepung bumbu kering, gulirkan ke dlm tepung sambil ditekan2. Lalu masukkan ke dalam Tepung bumbu adonan basah gulirkan lagi sambil di tekan2, lalu masukkan lagi di adonan tepung bumbu kering Sambil ditekan2 agar tepung menempel sempurna.
5) Panaskan minyak goreng. Lalu goreng udang sampai kuning keemasan.
6) Angkat dan tiriskan.
7) Sajikan selagi hangat"
bakwan udang sederhana,"tepung terigu ayak , udang segar , telur , bawang putih , garam , picin , penyedap , merica bubuk , ltr air putih es , minyak makan , daun bawang cincang , wortel potong potong","1) Haluskan bawang putih, garam, picin dan merica bubuk
2) Masukan bumbu yang dihalus kan ke dalam udang, masukkan tepung terigu dan air secukup nya (jangan terlalu kental)
3) Pecahkan telur kedalam adonan, masukan potongan wortel dan daun bawang aduk hingga merata
4) Panas kan minyak goreng, masuk kan adonan sedikit demi sedikit
5) Setelah matang tiris kan, nikmati dengan saus tomat. Yummy"
udang goreng tepung mayonaise,"udang buang kepalanya , jeruk nipis , tepung bumbu kobe , garam , saos , mayonaise mayumi , saos sambal tomat , susu kental manis","1) Cuci bersih udang, tambahkan jeruk nipis supaya tidak amis dan sedikit garam (agar rasa udang sedikit gurih). Sisihkan.
2) Tuang tepung bumbu secukupnya dalam wadah beri sedikit air hingga tekstur kental. Dalam wadah lain tuang tepung bumbu yang kering (saya campur dengan 2 sdm tepung beras agar gorengan lebih kriuk).
3) Masukkan udang kedalam adonan cair tepung kemudian pindahkan ke dalam tepung kering. Tepuk2 ringan supaya tepung menempel. Lalu goreng dalam wajan berisi minyak panas sampai kecoklatan.
4) Saos Mayonaise
5) > campur semua bahan saos aduk rata. Koreksi rasa.
6) Sajikan udang goreng tepung dengan saos mayonaise (bisa dicocol atau disiram diatas udang).
7) Selamat menikmati"
udang saus asam manis,"udang mutiara , bawang merah , bawang putih , cabai merah , jahe , lengkuas , saus cabai , saus tomat , saus tiram , minyak sayur , lada , garam , air","1) Iris bawang merah, bawang putih, jahe, lengkuas, dan cabai merah
2) Masukan minyak dan bahan yang telah diiris, tumis hingga harum
3) Masukkan saus tiram, saus cabai dan saus tomat.
4) Masukan udang. Tambahkan garam dan lada bubuk.
5) Masukan air matang, aduk rata. Tunggu hingga matang.
6) Sajikan."
tekwan kuah udang,"tekwan , ikan tenggiri , putih telur , kaldu bubuk , garam , gula brown sugar , lada , air dingin , minyak sayur , tepung kanji , air merebus , minyak sayur rebusan , kuah tekwan , udang , bawang putih , jamur kuping , tambahan , bihun \ soun , daun bawang , sambal cair","1) Untuk membuat tekwan, rebus air dengan 2sdm minyak sayur tunggu hingga mendidih. Campur semua bahan  aduk rata. Bulat- bulatkan adonan lalu celupkan ke dalam air mendidih, tunggu hingga mengapung. Sisihkan.
2) Untuk Kuah tekwan, kupas udang pisahkan kulit dan kepala nya. Rebus kulit udang sebentar saja hingga mendidih.
3) Blender kepala udang dalam keadaan mentah, sisihkan.
4) Rebusan kulit udang tadi, buang kulitnya. Lalu, masukan blenderan kepala udang, udang potong dan tumisan bawang putih. Masak hingga 10 menit.
5) Tata dalam mangkuk. Bihun matang, tekwan, jamur. Lalu guyur kuah tekwan."
sambal udang goreng,"udang , jeruk nipis , minyak goreng , garam , gula pasir , penyedap , daun jeruk , bumbu dihaluskan , bawang merah , bawang putih , tomat , cabe merah , cabe rawit","1) Cuci udang bersih, lumuri dengan jeruk nipis
2) Panaskan minyak, goreng udang sebentar
3) Haluskan bumbu (saya lebih suka di uleg)
4) Panaskan minyak sedikit, tumis bumbu halus & daun jeruk. Tumis hingga harum.
5) Masukkan udang. Beri garam, penyedap rasa & 1 sdt gula pasir. Koreksi rasa nya. Tumis sampai bumbu meresap ke udang.
6) Angkat & sajikan."
udang asam manis oregano,"udang vaname , bawang bombai , bawang putih , oregano kering , saos tomat , saos sambal , gula , garam , air , minyak menumis","1) Bersihkan udang dan cuci dengan air garam, iris bawang bombai dan bawang putih
2) Siapkan wajan yang sudah diberi sedikit minyak lalu tumis bawang sampai harum dan masukkan oregano kering, beri sedikit air baru masukkan udang tunggu sampai udang berubah warna, baru masukkan saosnya beri garam dan gula,
3) Tambahkan air sedikit lagi tunggu sampai mateng dan cicipin hemmmm,,,
4) Nb. kalau menurut saya bund jangan pakai saos tomat mereknya delmonte karena kalau merek yg lain baunya g enak ada yg bau busuk ada juga yg bau kunyit,,,, hemmm, tp ini menurut saya ya,,,"
tumis buncis pakai udang,"buncis serong , bawang putih geprek cincang , cabai merah keriting , udang kupas , kaldu jamur royco , sejumput gula pasir , garam , kecap ikan , lada , air","1) Tumis bawang putih sampai harum, masukan udang, kecap ikan, tumis sampai kemerahan
2) Masukan buncisnya aduk, masukan kaldu jamur, lada, gula pasir, garam, aduk2, beri air...
3) Tumis sampai mendidih dan air menyusut... Cicipi rasa.... Jika buncis sudah empuk dan matang, siap disajikan."
udang saos padang,"udang , jahe memarkan , lengkuas , saos sambal , saos tiram , tomat , air , minyak , garam , gula , bumbu halus , bawang putih , bawang merah , cabai merah , cabai , merica","1) Haluskan bumbu, tumis di atas wajan dengan minyak secukupnya
2) Masukkan udang, tomat, dan air
3) Beri gula, garam, saos tiram dan sambal, aduk rata, kemudian tes rasanya"
udang goreng mentega,"udang , bawang bombai , bawang putih , bawang merah , mentega , saus tiram , saus pedas , saus tomat , jumput garam","1) Bersihkan udang
2) Iris bawang merah, bawang putih dan bawang bombai menjadi bagian yang kecil dan tipis.
3) Siapkan wajan / teflon, nyalakan api kecil, kemudian masukan mentega hingga leleh dan panas.
4) Tumis bawang merah dan bawang putih sebentar saja sekitar 1 menit. Lalu masukan bawang bombai. Tumis lagi hingga harum.
5) Masukkan udang, garam, saus tiram, saus pedas dan saus tomat. Aduk hingga rata
6) Jika sudah matang, angkat dan sajikan :)"
